SEED	functions_L1	functions_L2	functions_L3
seed6240	L1_Respiration	L2_Respiration / HGM	L3_4Fe-4S ferredoxin iron-sulfur binding domain-containing protein ArxB
seed6241	L1_Respiration	L2_Respiration / HGM	L3_AA3-600 quinol oxidase subunit I
seed6242	L1_Respiration	L2_Respiration / HGM	L3_AA3-600 quinol oxidase subunit II
seed6243	L1_Respiration	L2_Respiration / HGM	L3_AA3-600 quinol oxidase subunit IIII
seed6244	L1_Respiration	L2_Respiration / HGM	L3_AA3-600 quinol oxidase subunit IV
seed6245	L1_Respiration	L2_Respiration / HGM	"L3_Adenylylsulfate reductase-associated complex QmoABC, protein QmoB"
seed6246	L1_Respiration	L2_Respiration / HGM	"L3_Adenylylsulfate reductase-associated complex QmoABC, protein QmoC"
seed6247	L1_Respiration	L2_Respiration / HGM	L3_Anaerobic arsenite oxidase ArxA
seed6248	L1_Respiration	L2_Respiration / HGM	L3_Anaerobic selenate reductase chaperone YnfI
seed6249	L1_Respiration	L2_Respiration / HGM	L3_Anaerobic selenate reductase protein YnfH
seed6250	L1_Respiration	L2_Respiration / HGM	L3_Cytochrome c oxidase subunit CcoN (EC 1.9.3.1)
seed6251	L1_Respiration	L2_Respiration / HGM	L3_Cytochrome c oxidase subunit CcoO (EC 1.9.3.1)
seed6252	L1_Respiration	L2_Respiration / HGM	L3_Cytochrome c oxidase subunit CcoP (EC 1.9.3.1)
seed6253	L1_Respiration	L2_Respiration / HGM	L3_Cytochrome c oxidase subunit CcoQ (EC 1.9.3.1)
seed6254	L1_Respiration	L2_Respiration / HGM	L3_Cytochrome c-552 precursor NirB
seed6255	L1_Respiration	L2_Respiration / HGM	"L3_Cytochrome c-type heme lyase subunit nrfI, nitrite reductase complex assembly"
seed6256	L1_Respiration	L2_Respiration / HGM	L3_Cytochrome c-type protein TorC
seed6257	L1_Respiration	L2_Respiration / HGM	L3_Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)
seed6258	L1_Respiration	L2_Respiration / HGM	L3_Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)
seed6259	L1_Respiration	L2_Respiration / HGM	L3_Cytochrome O ubiquinol oxidase subunit I (EC 1.10.3.-)
seed6260	L1_Respiration	L2_Respiration / HGM	L3_Cytochrome O ubiquinol oxidase subunit II (EC 1.10.3.-)
seed6261	L1_Respiration	L2_Respiration / HGM	L3_Cytochrome O ubiquinol oxidase subunit III (EC 1.10.3.-)
seed6262	L1_Respiration	L2_Respiration / HGM	L3_Cytochrome O ubiquinol oxidase subunit IV (EC 1.10.3.-)
seed6263	L1_Respiration	L2_Respiration / HGM	L3_Dissimilatory sulfite reductase D
seed6264	L1_Respiration	L2_Respiration / HGM	L3_Ethylbenzene dehydrogenase alpha subunit (EC 1.17.99.2)
seed6265	L1_Respiration	L2_Respiration / HGM	L3_Ethylbenzene dehydrogenase beta subunit (EC 1.17.99.2)
seed6266	L1_Respiration	L2_Respiration / HGM	L3_FIG00637966: hypothetical protein
seed6267	L1_Respiration	L2_Respiration / HGM	L3_Fumarate reductase cytochrome b subunit
seed6268	L1_Respiration	L2_Respiration / HGM	L3_Fumarate reductase subunit C
seed6269	L1_Respiration	L2_Respiration / HGM	L3_Fumarate reductase subunit D
seed6270	L1_Respiration	L2_Respiration / HGM	L3_Functional role page for Chaperone protein TorD
seed6271	L1_Respiration	L2_Respiration / HGM	L3_Hydrogenase-4 component J
seed6272	L1_Respiration	L2_Respiration / HGM	"L3_Hypothetical protein CyfX, associated with predicted extracellular microaerobic reductase"
seed6273	L1_Respiration	L2_Respiration / HGM	L3_Hypothetical protein YdhZ
seed6274	L1_Respiration	L2_Respiration / HGM	L3_Hypothetical succinate dehydrogenase membrane anhor protein
seed6275	L1_Respiration	L2_Respiration / HGM	"L3_Membrane bound hydrogenase, NiFe-hydrogenase small subunit"
seed6276	L1_Respiration	L2_Respiration / HGM	"L3_Menaquinone-cytochrome C oxidoreductase, cytochrome C subunit"
seed6277	L1_Respiration	L2_Respiration / HGM	L3_Menaquinone-cytochrome C reductase iron-sulfur subunit
seed6278	L1_Respiration	L2_Respiration / HGM	"L3_Menaquinone-cytochrome c reductase, cytochrome B subunit"
seed6279	L1_Respiration	L2_Respiration / HGM	"L3_Molybdopterin-containing protein YdhV, similar to aldehyde:ferredoxin oxidoreductase"
seed6280	L1_Respiration	L2_Respiration / HGM	L3_Nitrate/nitrite transporter NarK
seed6281	L1_Respiration	L2_Respiration / HGM	L3_Nitrate/nitrite transporter NasA
seed6282	L1_Respiration	L2_Respiration / HGM	L3_NrfD-family membrane protein ArxC
seed6283	L1_Respiration	L2_Respiration / HGM	"L3_Predicted anaerobic reductase, FAD binding subunit"
seed6284	L1_Respiration	L2_Respiration / HGM	"L3_Predicted cytochrome C, associated with Ydh genes"
seed6285	L1_Respiration	L2_Respiration / HGM	"L3_Predicted extracellular microaerobic reductase, FeS cluster membrane subunit"
seed6286	L1_Respiration	L2_Respiration / HGM	L3_Predicted nitrate/nitrite antiporter
seed6287	L1_Respiration	L2_Respiration / HGM	"L3_Predicted nitrite reductase [NAD(P)H] small subunit, associated with glutamine/glutamate metabolism"
seed6288	L1_Respiration	L2_Respiration / HGM	"L3_Predicted thiosulfate respiratory reductase maturation protein TsrC, peptidyl-prolyl cis-trans isomerase"
seed6289	L1_Respiration	L2_Respiration / HGM	L3_Predicted thiosulfate respiratory reductase maturation protein TsrH
seed6290	L1_Respiration	L2_Respiration / HGM	"L3_Predicted thiosulfate respiratory reductase, cytochrome c-552/4 subunit TsrA"
seed6291	L1_Respiration	L2_Respiration / HGM	"L3_Predicted thiosulfate respiratory reductase, integral transmembrane protein TsrF"
seed6292	L1_Respiration	L2_Respiration / HGM	"L3_Predicted thiosulfate respiratory reductase, rhodanese domain protein TsrB"
seed6293	L1_Respiration	L2_Respiration / HGM	L3_Putative succinate dehydrogenase cytochrome b subunit
seed6294	L1_Respiration	L2_Respiration / HGM	L3_putative succinate dehydrogenase [membrane anchor subunit] (succinic dehydrogenase)
seed6295	L1_Respiration	L2_Respiration / HGM	"L3_Similar to carbon monoxide dehydrogenase CooS subunit, associated with nitrite assimilation"
seed6296	L1_Respiration	L2_Respiration / HGM	L3_Succinate dehydrogenase cytochrome b subunit
seed6297	L1_Respiration	L2_Respiration / HGM	L3_Succinate dehydrogenase cytochrome b-556 subunit
seed6298	L1_Respiration	L2_Respiration / HGM	L3_Succinate dehydrogenase cytochrome b558 subunit
seed6299	L1_Respiration	L2_Respiration / HGM	L3_Succinate dehydrogenase hydrophobic membrane anchor protein
seed6300	L1_Respiration	L2_Respiration / HGM	L3_Succinate dehydrogenase hydrophobic membrane anchor protein(Nostoc p.)
seed6301	L1_Respiration	L2_Respiration / HGM	L3_Sulfite reduction-associated complex DsrMKJOP iron-sulfur protein DsrO (=HmeA)
seed6302	L1_Respiration	L2_Respiration / HGM	L3_Sulfite reduction-associated complex DsrMKJOP multiheme protein DsrJ (=HmeF)
seed6303	L1_Respiration	L2_Respiration / HGM	L3_Sulfite reduction-associated complex DsrMKJOP protein DsrK (=HmeD)
seed6304	L1_Respiration	L2_Respiration / HGM	L3_Sulfite reduction-associated complex DsrMKJOP protein DsrM (= HmeC)
seed6305	L1_Respiration	L2_Respiration / HGM	L3_Sulfite reduction-associated complex DsrMKJOP protein DsrP (= HmeB)
seed6306	L1_Respiration	L2_Respiration / HGM	L3_Tetrathionate reductase subunit A
seed6307	L1_Respiration	L2_Respiration / HGM	L3_Tetrathionate reductase subunit C
seed6308	L1_Respiration	L2_Respiration / HGM	"L3_Trimethylamine-N-oxide reductase (EC 1.6.6.9), iron-sulfur binding subunit"
seed6309	L1_Respiration	L2_Respiration / HGM	"L3_Trimethylamine-N-oxide reductase (EC 1.6.6.9), TorA"
seed6310	L1_Respiration	L2_Respiration / Human gut microbiome	L3_Tetrathionate reductase subunit B
seed6311	L1_Respiration	L2_Respiratory Complex I	L3_NADH dehydrogenase subunit 2
seed6312	L1_Respiration	L2_Respiratory Complex I	L3_NADH dehydrogenase subunit 4L
seed6313	L1_Respiration	L2_Respiratory Complex I	L3_NADH dehydrogenase subunit 5
seed6314	L1_Respiration	L2_Respiratory Complex I	L3_NADH ubiquinone oxidoreductase chain A (EC 1.6.5.3)
seed6315	L1_Respiration	L2_Respiratory Complex I	L3_NADH-quinone oxidoreductase chain F 2 (EC 1.6.99.5)
seed6316	L1_Respiration	L2_Respiratory Complex I	L3_NADH-quinone oxidoreductase subunit 15 (EC 1.6.99.5)
seed6317	L1_Respiration	L2_Respiratory Complex I	L3_NADH-ubiquinone oxidoreductase chain B (EC 1.6.5.3)
seed6318	L1_Respiration	L2_Respiratory Complex I	L3_NADH-ubiquinone oxidoreductase chain B (EC 1.6.5.3) homolog
seed6319	L1_Respiration	L2_Respiratory Complex I	L3_NADH-ubiquinone oxidoreductase chain C (EC 1.6.5.3)
seed6320	L1_Respiration	L2_Respiratory Complex I	L3_NADH-ubiquinone oxidoreductase chain D (EC 1.6.5.3)
seed6321	L1_Respiration	L2_Respiratory Complex I	L3_NADH-ubiquinone oxidoreductase chain E (EC 1.6.5.3)
seed6322	L1_Respiration	L2_Respiratory Complex I	L3_NADH-ubiquinone oxidoreductase chain G (EC 1.6.5.3)
seed6323	L1_Respiration	L2_Respiratory Complex I	L3_NADH-ubiquinone oxidoreductase chain G2 (EC 1.6.5.3)
seed6324	L1_Respiration	L2_Respiratory Complex I	L3_NADH-ubiquinone oxidoreductase chain H (EC 1.6.5.3)
seed6325	L1_Respiration	L2_Respiratory Complex I	L3_NADH-ubiquinone oxidoreductase chain I (EC 1.6.5.3)
seed6326	L1_Respiration	L2_Respiratory Complex I	L3_NADH-ubiquinone oxidoreductase chain J (EC 1.6.5.3)
seed6327	L1_Respiration	L2_Respiratory Complex I	L3_NADH-ubiquinone oxidoreductase chain K (EC 1.6.5.3)
seed6328	L1_Respiration	L2_Respiratory Complex I	L3_NADH-ubiquinone oxidoreductase chain M (EC 1.6.5.3)
seed6329	L1_Respiration	L2_Respiratory Complex I	L3_NADH-ubiquinone oxidoreductase chain N (EC 1.6.5.3)
seed6330	L1_Respiration	L2_Respiratory Complex I	L3_NADH:ubiquinone oxidoreductase 17.2 kD subunit
seed6331	L1_Respiration	L2_Respiratory Complex I	L3_Putative subunit of NAD(P)H:quinone oxidoreductase
seed6332	L1_Respiration	L2_Respiratory dehydrogenases 1	L3_Anaerobic glycerol-3-phosphate dehydrogenase subunit C (EC 1.1.5.3)
seed6333	L1_Respiration	L2_Respiratory dehydrogenases 1	L3_D-amino acid dehydrogenase large subunit (EC 1.4.99.1)
seed6334	L1_Respiration	L2_Respiratory dehydrogenases 1	L3_Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site
seed6335	L1_Respiration	L2_Respiratory dehydrogenases 1	L3_Methylamine dehydrogenase heavy chain precursor (EC 1.4.99.3)
seed6336	L1_Respiration	L2_Respiratory dehydrogenases 1	L3_Methylamine dehydrogenase light chain precursor (EC 1.4.99.3)
seed6337	L1_Respiration	L2_Respiratory dehydrogenases 1	"L3_putative Fe-S, FMN containing oxidoreductase"
seed6338	L1_Respiration	L2_Respiratory dehydrogenases 1	L3_quinoprotein alcohol dehydrogenase
seed6339	L1_Respiration	L2_Respiratory dehydrogenases 1	L3_Sn-glycerol-3-phosphate dehydrogenase (Aerobic) (Aerobic glycerol-3-phosphate dehydrogenase)(EC 1.1.99.5)
seed6340	L1_Respiration	L2_Soluble cytochromes and functionally related electron carriers	L3_Cytochrome c-552 precursor
seed6341	L1_Respiration	L2_Soluble cytochromes and functionally related electron carriers	L3_Cytochrome c2
seed6342	L1_Respiration	L2_Soluble cytochromes and functionally related electron carriers	L3_Cytochrome c4
seed6343	L1_Respiration	L2_Soluble cytochromes and functionally related electron carriers	L3_Cytochrome C550 (Soluble cytochrome C)
seed6344	L1_Respiration	L2_Soluble cytochromes and functionally related electron carriers	L3_Cytochrome c551/c552
seed6345	L1_Respiration	L2_Soluble cytochromes and functionally related electron carriers	L3_Cytochrome c552
seed6346	L1_Respiration	L2_Soluble cytochromes and functionally related electron carriers	L3_Cytochrome c553
seed6347	L1_Respiration	L2_Soluble cytochromes and functionally related electron carriers	L3_Cytochrome C553 (soluble cytochrome f)
seed6348	L1_Respiration	L2_Soluble cytochromes and functionally related electron carriers	L3_FIG135464: Cytochrome c4
seed6349	L1_Respiration	L2_Soluble cytochromes and functionally related electron carriers	L3_Membrane-attached cytochrome c550
seed6350	L1_Respiration	L2_Soluble cytochromes and functionally related electron carriers	L3_Probable cytochrome c-552
seed6351	L1_Respiration	L2_Soluble cytochromes and functionally related electron carriers	L3_Probable cytochrome c2
seed6352	L1_Respiration	L2_Soluble cytochromes and functionally related electron carriers	L3_Putative diheme cytochrome c-553
seed6353	L1_Respiration	L2_Soluble cytochromes and functionally related electron carriers	L3_Soluble cytochrome b562
seed6354	L1_Respiration	L2_Soluble cytochromes and functionally related electron carriers	L3_soluble [2Fe-2S] ferredoxin
seed6355	L1_Respiration	L2_Soluble electron carriers in plants	L3_Cytochrome b5
seed6356	L1_Respiration	L2_Succinate dehydrogenase	L3_Fumarate reductase flavoprotein subunit (EC 1.3.99.1)
seed6357	L1_Respiration	L2_Succinate dehydrogenase	"L3_fumarate reductase/succinate dehydrogenase flavoprotein, N-terminal:FAD dependent oxidoreductase"
seed6358	L1_Respiration	L2_Terminal cytochrome C oxidases	L3_Alternative cytochrome c oxidase polypeptide CoxM (EC 1.9.3.1)
seed6359	L1_Respiration	L2_Terminal cytochrome C oxidases	L3_Alternative cytochrome c oxidase polypeptide CoxN (EC 1.9.3.1)
seed6360	L1_Respiration	L2_Terminal cytochrome C oxidases	L3_Alternative cytochrome c oxidase polypeptide CoxO (EC 1.9.3.1)
seed6361	L1_Respiration	L2_Terminal cytochrome C oxidases	L3_Alternative cytochrome c oxidase polypeptide CoxP (EC 1.9.3.1)
seed6362	L1_Respiration	L2_Terminal cytochrome C oxidases	L3_cb-type cytochrome c oxidase subunit IV [EC:1.9.3.1]
seed6363	L1_Respiration	L2_Terminal cytochrome C oxidases	L3_Cytochrome c oxidase (B(O/a)3-type) chain I (EC 1.9.3.1)
seed6364	L1_Respiration	L2_Terminal cytochrome C oxidases	L3_Cytochrome c oxidase (B(O/a)3-type) chain II (EC 1.9.3.1)
seed6365	L1_Respiration	L2_Terminal cytochrome C oxidases	L3_Cytochrome c oxidase polypeptide IV(EC 1.9.3.1)
seed6366	L1_Respiration	L2_Terminal cytochrome C oxidases	L3_Cytochrome c553-like
seed6367	L1_Respiration	L2_Terminal cytochrome C oxidases	L3_FixO3 cytochrome-c oxidase subunit
seed6368	L1_Respiration	L2_Terminal cytochrome C oxidases	L3_Heme bearing subunit I of the terminal oxidase (DoxB)
seed6369	L1_Respiration	L2_Terminal cytochrome C oxidases	L3_membrane c-type cytochrome cy
seed6370	L1_Respiration	L2_Terminal cytochrome C oxidases	L3_probable cytochrome oxidase (cbb3-type)
seed6371	L1_Respiration	L2_Terminal cytochrome C oxidases	L3_quinol oxidase polypeptide I QoxB (EC:1.9.3.-)
seed6372	L1_Respiration	L2_Terminal cytochrome C oxidases	L3_quinol oxidase polypeptide II QoxA (EC:1.9.3.-)
seed6373	L1_Respiration	L2_Terminal cytochrome C oxidases	L3_quinol oxidase polypeptide III QoxC (EC:1.9.3.-)
seed6374	L1_Respiration	L2_Terminal cytochrome C oxidases	L3_quinol oxidase polypeptide IV QoxD (EC:1.9.3.-)
seed6375	L1_Respiration	L2_Terminal cytochrome d ubiquinol oxidases	L3_Hypothetical bd-type Menaquinol oxidase subunit
seed6376	L1_Respiration	L2_Terminal cytochrome d ubiquinol oxidases	"L3_putative Cytochrome bd2, subunit I"
seed6377	L1_Respiration	L2_Terminal cytochrome d ubiquinol oxidases	"L3_putative Cytochrome bd2, subunit II"
seed6378	L1_Respiration	L2_Terminal cytochrome d ubiquinol oxidases	L3_Transport ATP-binding protein CydC
seed6379	L1_Respiration	L2_Terminal cytochrome d ubiquinol oxidases	L3_Transport ATP-binding protein CydCD
seed6380	L1_Respiration	L2_Terminal cytochrome d ubiquinol oxidases	L3_Transport ATP-binding protein CydD
seed6381	L1_Respiration	L2_Tetrathionate respiration	L3_Octaheme tetrathionate reductase
seed6382	L1_Respiration	L2_Tetrathionate respiration	L3_Tetrathionate reductase sensory transduction histidine kinase
seed6383	L1_Respiration	L2_Tetrathionate respiration	L3_Tetrathionate reductase two-component response regulator
seed6384	L1_Respiration	L2_trimethylamine N-oxide (TMAO) reductase	L3_Cytochrome c-type protein TorY
seed6385	L1_Respiration	L2_trimethylamine N-oxide (TMAO) reductase	L3_Periplasmic protein torT precursor
seed6386	L1_Respiration	L2_trimethylamine N-oxide (TMAO) reductase	L3_Sensor protein torS (EC 2.7.3.-)
seed6387	L1_Respiration	L2_trimethylamine N-oxide (TMAO) reductase	L3_Trimethylamine-N-oxide reductase (Cytochrome c) (EC 1.7.2.3)
seed6388	L1_Respiration	L2_trimethylamine N-oxide (TMAO) reductase	L3_Trimethylamine-N-oxide reductase (EC 1.6.6.9)
seed6389	L1_Respiration	L2_Ubiquinone Menaquinone-cytochrome c reductase complexes	"L3_TPR-repeat-containing protein, putative component of Menaquinone-cytochrome C reductase"
seed6390	L1_Respiration	L2_V-Type ATP synthase	L3_V-type ATP synthase subunit G (EC 3.6.3.14)
seed6391	L1_Respiration	L2_V-Type ATP synthase in plants (vacuolar)	L3_V-type proton ATPase V0 sector proteolipid subunit c
seed6392	L1_Respiration	L2_V-Type ATP synthase in plants (vacuolar)	L3_V-type proton ATPase V0 sector subunit a
seed6393	L1_Respiration	L2_V-Type ATP synthase in plants (vacuolar)	L3_V-type proton ATPase V0 sector subunit c''
seed6394	L1_RNA Metabolism	"L2_ATP-dependent RNA helicases, bacterial"	L3_ATP-dependent RNA helicase Atu1833
seed6395	L1_RNA Metabolism	"L2_ATP-dependent RNA helicases, bacterial"	L3_ATP-dependent RNA helicase BA2475
seed6396	L1_RNA Metabolism	"L2_ATP-dependent RNA helicases, bacterial"	L3_ATP-dependent RNA helicase Bcep18194_A5658
seed6397	L1_RNA Metabolism	"L2_ATP-dependent RNA helicases, bacterial"	L3_ATP-dependent RNA helicase DbpA
seed6398	L1_RNA Metabolism	"L2_ATP-dependent RNA helicases, bacterial"	L3_ATP-dependent RNA helicase NGO0650
seed6399	L1_RNA Metabolism	"L2_ATP-dependent RNA helicases, bacterial"	L3_ATP-dependent RNA helicase PA3950
seed6400	L1_RNA Metabolism	"L2_ATP-dependent RNA helicases, bacterial"	L3_ATP-dependent RNA helicase RhlB
seed6401	L1_RNA Metabolism	"L2_ATP-dependent RNA helicases, bacterial"	L3_ATP-dependent RNA helicase RhlE
seed6402	L1_RNA Metabolism	"L2_ATP-dependent RNA helicases, bacterial"	L3_ATP-dependent RNA helicase SO1501
seed6403	L1_RNA Metabolism	"L2_ATP-dependent RNA helicases, bacterial"	L3_ATP-dependent RNA helicase SrmB
seed6404	L1_RNA Metabolism	"L2_ATP-dependent RNA helicases, bacterial"	L3_ATP-dependent RNA helicase VC1407
seed6405	L1_RNA Metabolism	"L2_ATP-dependent RNA helicases, bacterial"	L3_ATP-dependent RNA helicase VCA0061
seed6406	L1_RNA Metabolism	"L2_ATP-dependent RNA helicases, bacterial"	L3_ATP-dependent RNA helicase VCA0768
seed6407	L1_RNA Metabolism	"L2_ATP-dependent RNA helicases, bacterial"	L3_ATP-dependent RNA helicase VCA0990
seed6408	L1_RNA Metabolism	"L2_ATP-dependent RNA helicases, bacterial"	L3_ATP-dependent RNA helicase VF1437
seed6409	L1_RNA Metabolism	"L2_ATP-dependent RNA helicases, bacterial"	L3_ATP-dependent RNA helicase VVA0939
seed6410	L1_RNA Metabolism	"L2_ATP-dependent RNA helicases, bacterial"	L3_ATP-dependent RNA helicase YfmL
seed6411	L1_RNA Metabolism	"L2_ATP-dependent RNA helicases, bacterial"	L3_ATP-dependent RNA helicase YxiN
seed6412	L1_RNA Metabolism	"L2_ATP-dependent RNA helicases, bacterial"	L3_DEAD-box ATP-dependent RNA helicase CshA (EC 3.6.4.13)
seed6413	L1_RNA Metabolism	"L2_ATP-dependent RNA helicases, bacterial"	L3_DEAD-box ATP-dependent RNA helicase CshB (EC 3.6.4.13)
seed6414	L1_RNA Metabolism	L2_Exosome	L3_Exosome complex exonuclease RRP46 (EC 3.1.13.-)
seed6415	L1_RNA Metabolism	L2_Group II intron-associated genes	L3_Retron-type reverse transcriptase
seed6416	L1_RNA Metabolism	L2_Methylthiotransferases	L3_tRNA N6-threonylcarbamoyladenosine 2-methylthiotransferase (putative)
seed6417	L1_RNA Metabolism	L2_Polyadenylation bacterial	L3_Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)
seed6418	L1_RNA Metabolism	L2_Polyadenylation bacterial	L3_RNA-binding protein Hfq
seed6419	L1_RNA Metabolism	L2_Polyadenylation bacterial	"L3_tRNA nucleotidyltransferase, A-adding (EC 2.7.7.25)"
seed6420	L1_RNA Metabolism	L2_Polyadenylation bacterial	"L3_tRNA nucleotidyltransferase, CC-adding (EC 2.7.7.21)"
seed6421	L1_RNA Metabolism	L2_Q RZ	L3_archaeosine tRNA-ribosyltransferase (EC 2.4.2.-) type 1
seed6422	L1_RNA Metabolism	L2_Q RZ	L3_archaeosine tRNA-ribosyltransferase (EC 2.4.2.-) type 2
seed6423	L1_RNA Metabolism	L2_Q RZ	L3_archaeosine tRNA-ribosyltransferase (EC 2.4.2.-) type 5
seed6424	L1_RNA Metabolism	L2_Q RZ	L3_Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)
seed6425	L1_RNA Metabolism	L2_Q RZ	L3_queuine tRNA-ribosyltransferase 1 (EC 2.4.2.29)
seed6426	L1_RNA Metabolism	L2_Queuosine exploration RZ	L3_COG2047: Uncharacterized protein (ATP-grasp superfamily)
seed6427	L1_RNA Metabolism	L2_Queuosine exploration RZ	L3_Glutamine amidotransferases class-II (GATase)
seed6428	L1_RNA Metabolism	L2_Queuosine exploration RZ	L3_Permease of the drug/metabolite transporter (DMT) superfamily
seed6429	L1_RNA Metabolism	L2_Queuosine exploration RZ	L3_Putative preQ0 transporter
seed6430	L1_RNA Metabolism	L2_Ribonuclease H	L3_hypothetical protein ssl1918
seed6431	L1_RNA Metabolism	L2_Ribonuclease H	L3_Protein often found in Actinomycetes clustered with signal peptidase and/or RNaseHII
seed6432	L1_RNA Metabolism	L2_Ribonuclease H	L3_Ribonuclease HI (EC 3.1.26.4)
seed6433	L1_RNA Metabolism	L2_Ribonuclease H	L3_Ribonuclease HI-related protein
seed6434	L1_RNA Metabolism	L2_Ribonuclease H	L3_Ribonuclease HI-related protein 2
seed6435	L1_RNA Metabolism	L2_Ribonuclease H	L3_Ribonuclease HI-related protein 3
seed6436	L1_RNA Metabolism	L2_Ribonuclease H	L3_Ribonuclease HIII (EC 3.1.26.4)
seed6437	L1_RNA Metabolism	L2_Ribonuclease P archaeal and eukaryal	L3_Ribonuclease P protein component 1 (EC 3.1.26.5)
seed6438	L1_RNA Metabolism	L2_Ribonuclease P archaeal and eukaryal	L3_Ribonuclease P protein component 2 (EC 3.1.26.5)
seed6439	L1_RNA Metabolism	L2_Ribonuclease P archaeal and eukaryal	L3_Ribonuclease P protein component 3 (EC 3.1.26.5)
seed6440	L1_RNA Metabolism	L2_Ribonuclease P archaeal and eukaryal	L3_Ribonuclease P protein component 4 (EC 3.1.26.5)
seed6441	L1_RNA Metabolism	L2_Ribosome biogenesis archaeal	L3_Fibrillarin
seed6442	L1_RNA Metabolism	L2_Ribosome biogenesis archaeal	L3_rRNA biogenesis protein Nop5/Nop56
seed6443	L1_RNA Metabolism	L2_RNA 3'-terminal phosphate cyclase	L3_Protein RtcB
seed6444	L1_RNA Metabolism	L2_RNA 3'-terminal phosphate cyclase	L3_RNA 3'-terminal phosphate cyclase (EC 6.5.1.4)
seed6445	L1_RNA Metabolism	L2_RNA 3'-terminal phosphate cyclase	L3_Transcriptional regulatory protein RtcR
seed6446	L1_RNA Metabolism	L2_RNA polymerase archaeal	L3_DNA-directed RNA polymerase subunit A (EC 2.7.7.6)
seed6447	L1_RNA Metabolism	L2_RNA polymerase archaeal	L3_DNA-directed RNA polymerase subunit A' (EC 2.7.7.6)
seed6448	L1_RNA Metabolism	L2_RNA polymerase archaeal	L3_DNA-directed RNA polymerase subunit A'' (EC 2.7.7.6)
seed6449	L1_RNA Metabolism	L2_RNA polymerase archaeal	L3_DNA-directed RNA polymerase subunit B (EC 2.7.7.6)
seed6450	L1_RNA Metabolism	L2_RNA polymerase archaeal	L3_DNA-directed RNA polymerase subunit B' (EC 2.7.7.6)
seed6451	L1_RNA Metabolism	L2_RNA polymerase archaeal	L3_DNA-directed RNA polymerase subunit B'' (EC 2.7.7.6)
seed6452	L1_RNA Metabolism	L2_RNA polymerase archaeal	L3_DNA-directed RNA polymerase subunit D (EC 2.7.7.6)
seed6453	L1_RNA Metabolism	L2_RNA polymerase archaeal	L3_DNA-directed RNA polymerase subunit E' (EC 2.7.7.6)
seed6454	L1_RNA Metabolism	L2_RNA polymerase archaeal	L3_DNA-directed RNA polymerase subunit E''
seed6455	L1_RNA Metabolism	L2_RNA polymerase archaeal	L3_DNA-directed RNA polymerase subunit F (EC 2.7.7.6)
seed6456	L1_RNA Metabolism	L2_RNA polymerase archaeal	L3_DNA-directed RNA polymerase subunit K (EC 2.7.7.6)
seed6457	L1_RNA Metabolism	L2_RNA polymerase archaeal	L3_DNA-directed RNA polymerase subunit L (EC 2.7.7.6)
seed6458	L1_RNA Metabolism	L2_RNA polymerase archaeal	L3_DNA-directed RNA polymerase subunit N (EC 2.7.7.6)
seed6459	L1_RNA Metabolism	L2_RNA polymerase archaeal	L3_DNA-directed RNA polymerase subunit P (EC 2.7.7.6)
seed6460	L1_RNA Metabolism	L2_RNA polymerase archaeal initiation factors	L3_Archaeal transcription factor E
seed6461	L1_RNA Metabolism	L2_RNA polymerase archaeal initiation factors	L3_TATA-box binding protein
seed6462	L1_RNA Metabolism	L2_RNA polymerase archaeal initiation factors	L3_Transcription initiation factor B
seed6463	L1_RNA Metabolism	L2_RNA polymerase bacterial	L3_DNA-directed RNA polymerase alpha subunit domain
seed6464	L1_RNA Metabolism	L2_RNA polymerase bacterial	L3_DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)
seed6465	L1_RNA Metabolism	L2_RNA polymerase bacterial	L3_DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)
seed6466	L1_RNA Metabolism	L2_RNA polymerase bacterial	L3_DNA-directed RNA polymerase delta (= beta'') subunit (EC 2.7.7.6)
seed6467	L1_RNA Metabolism	L2_RNA polymerase bacterial	L3_DNA-directed RNA polymerase delta subunit (EC 2.7.7.6)
seed6468	L1_RNA Metabolism	L2_RNA polymerase bacterial	L3_DNA-directed RNA polymerase gamma subunit (EC 2.7.7.6)
seed6469	L1_RNA Metabolism	L2_RNA polymerase bacterial	L3_DNA-directed RNA polymerase omega subunit (EC 2.7.7.6)
seed6470	L1_RNA Metabolism	L2_RNA polymerase chloroplast	"L3_DNA-directed RNA polymerase beta subunit (EC 2.7.7.6), chloroplast"
seed6471	L1_RNA Metabolism	L2_RNA polymerase chloroplast	"L3_DNA-directed RNA polymerase delta (= beta'') subunit (EC 2.7.7.6), chloroplast"
seed6472	L1_RNA Metabolism	L2_RNA polymerase chloroplast	"L3_DNA-directed RNA polymerase gamma subunit (EC 2.7.7.6), chloroplast"
seed6473	L1_RNA Metabolism	L2_RNA polymerase I	L3_DNA-directed RNA polymerase I 13.7 kDa polypeptide (EC 2.7.7.6)
seed6474	L1_RNA Metabolism	L2_RNA polymerase I	L3_DNA-directed RNA polymerase I 36 kDa polypeptide (EC 2.7.7.6)
